Timestamp,Elapsed_Time(s),Hostname,PID,Process_Name,GPU_Index,GPU_Name,Inst_GFLOPS,Inst_GPU_Memory_Used(MB),Inst_%_GPU_Mem_Utilization,Inst_%_GPU_Utilization,Power_Usage(W),CPU_Usage_Percent,Memory_Usage_MB,Memory_Usage_Percent
2025-03-14 13:51:08,1.02,hsc-11,657019,python3,0,NVIDIA A100X,0.0,14166.0,18.23394775390625,0,90.714,0.0,499.40625,0.19
2025-03-14 13:51:09,2.69,hsc-11,657019,python3,0,NVIDIA A100X,0.0,14452.0,18.58306884765625,0,312.063,47.9,541.9375,0.21
2025-03-14 13:51:11,4.2,hsc-11,657019,python3,0,NVIDIA A100X,38610.0,14452.0,18.58306884765625,99,262.773,101.9,542.2578125,0.21
2025-03-14 13:51:13,6.08,hsc-11,657019,python3,0,NVIDIA A100X,39000.0,14452.0,18.58306884765625,100,265.436,99.9,542.30078125,0.21
2025-03-14 13:51:14,7.59,hsc-11,657019,python3,0,NVIDIA A100X,38610.0,14452.0,18.58306884765625,99,262.978,99.9,542.34765625,0.21
2025-03-14 13:51:16,9.1,hsc-11,657019,python3,0,NVIDIA A100X,39000.0,14452.0,18.58306884765625,100,263.566,101.9,542.34765625,0.21
2025-03-14 13:51:17,10.63,hsc-11,657019,python3,0,NVIDIA A100X,39000.0,14452.0,18.58306884765625,100,271.292,99.9,542.42578125,0.21
2025-03-14 13:51:19,12.14,hsc-11,657019,python3,0,NVIDIA A100X,39000.0,14452.0,18.58306884765625,100,264.348,99.9,542.42578125,0.21
2025-03-14 13:51:20,13.65,hsc-11,657019,python3,0,NVIDIA A100X,0.0,14452.0,18.58306884765625,0,92.603,0.0,542.42578125,0.21
